id,type,name,description,target,belongs_to,pc,median_tau_score,ts_pc,sum_tau,Kang_Berch_Combined_Signature,Progerin_Signature,Serum_6hr_Signature_probeSet_summed2genes_before_LmFit,Serum_72hr_Signature_probeSet_summed2genes_before_LmFit,Serum_144hr_Signature_probeSet_summed2genes_before_LmFit,Serum_1hr_Signature_probeSet_summed2genes_before_LmFit,Serum_24hr_Signature_probeSet_summed2genes_before_LmFit
BRD-K68488863,CP,ENMD-2076,"Aurora kinase inhibitor, FLT3 inhibitor, VEGFR inhibitor, angiogenesis inhibitor, colony stimulating factor receptor antagonist, ephrin receptor inhibitor, FGFR inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, src inhibitor","AURKA, FLT3, KDR, PDGFRA, SRC, CSF1R, EPHA1, FGFR1, FGFR2, FGFR3, FLT4, KIT, PTK2",Aurora kinase inhibitor,"0.00, 0.00",5.39,"1.09, 0.32",-75.59,32.37,15.59,32.28,-82.25,-30.69,5.39,-48.28
BRD-K44432556,CP,VU-0418946-1,hypoxia inducible factor activator,HIF1A,HIF activator,"2.86, 0.00",16.99,"1.80, 0.63",-75.7,89.16,44.9,16.99,19.49,-82.85,-87.08,-76.31
BRD-K97564742,CP,mepyramine,histamine receptor antagonist,HRH1,,"0.00, 0.00",-31.72,"0.50, 0.14",-75.74,-31.72,-62.57,-84.49,-58.12,83.13,52.27,25.76
BRD-A36010170,CP,amcinonide,"corticosteroid agonist, cytochrome P450 inhibitor, glucocorticoid receptor agonist, immunosuppressant","NR3C1, ANXA1",,"0.00, 0.00",-16.52,"1.36, 0.45",-75.79,-58.62,-58.36,-35.19,19.2,-16.52,68.07,5.63
BRD-K59650319,CP,YM-298198,glutamate receptor antagonist,GRM1,,"1.43, 0.00",0,"0.99, 0.30",-75.88,-39.18,-80.52,28.9,0,3.1,43.9,-32.08
BRD-K46212057,CP,voriconazole,"cell wall synthesis inhibitor, cytochrome P450 inhibitor, lanosterol demethylase inhibitor","CYP2C19, CYP51A1",,"1.43, 1.43",-10.75,"1.43, 0.45",-76.03,-57.7,-28.57,-27.62,-10.75,-3.91,47.55,4.97
BRD-K92723993,CP,imatinib,"PDGFR tyrosine kinase receptor inhibitor, Bcr-Abl kinase inhibitor, KIT inhibitor, Abl kinase inhibitor, apoptosis stimulant, breast cancer resistance protein inhibitor, colony stimulating factor receptor inhibitor","ABL1, KIT, PDGFRA, BCR, CSF1R, PDGFRB, ABCG2, CYP2C19, CYP2C8, CYP3A5, DDR1, NTRK1, RET",,"1.43, 0.00",-2.52,"1.03, 0.19",-76.75,-5.57,17.21,-30.23,8.46,-2.52,-80.31,16.21
BRD-K87947369,CP,tozasertib,"Aurora kinase inhibitor, Bcr-Abl kinase inhibitor, FLT3 inhibitor, JAK inhibitor, Abl kinase inhibitor, mitotic inhibitor","AURKA, AURKB, ABL1, AURKC, BCR, FLT3, JAK2, DDR2, LCK",,"10.00, 7.14",-30.88,"1.70, 0.50",-77,-36.83,14.24,98.95,-31.22,0,-30.88,-91.26
BRD-A41722204,CP,sulmazole,"calcium sensitizer, phosphodiesterase inhibitor",,,"0.00, 0.00",2.61,"0.52, 0.11",-77.03,11.52,-37.43,10.16,-38.29,2.95,2.61,-28.55
BRD-A79803969,CP,memantine,"glutamate receptor antagonist, glutamate release inhibitor","GRIN1, CHRFAM7A, CYP2E1, DRD2, GRIN2A, GRIN2B, GRIN3A, HTR3A",,"0.00, 0.00",-11.8,"1.36, 0.72",-77.2,-37.85,-92.95,-55.66,4.57,43.08,73.41,-11.8
BRD-K93461745,CP,buspirone,"serotonin receptor agonist, serotonin receptor partial agonist","HTR1A, DRD2",,"0.00, 0.00",3.28,"0.68, 0.15",-77.22,-61.31,6.24,-21.78,-48.69,21.89,23.15,3.28
BRD-A43150328,CP,penicillic-acid,"bacterial quorum sensing inhibitor, caspase inhibitor",,,"1.59, 0.00",-26.04,"1.40, 0.55",-77.48,67.34,7.63,-37.63,1.2,-45.96,-44.02,-26.04
BRD-K95739795,CP,tetrabenazine,vesicular monoamine transporter inhibitor,"SLC18A2, DRD2, SLC18A1",,"1.59, 1.59",10.17,"1.45, 0.44",-77.49,-27.81,-71.84,35.9,13,10.17,14.15,-51.06
BRD-A23683907,CP,NAS-181,serotonin receptor antagonist,HTR1B,,"0.00, 0.00",3.17,"0.82, 0.19",-77.5,10.68,3.17,11.34,0,16.04,-79.48,-39.25
BRD-K38003476,CP,clocortolone,glucocorticoid receptor agonist,"NR3C1, PLA2G1B",Glucocorticoid receptor agonist,"2.86, 1.43",-12.36,"1.40, 0.59",-77.51,49.36,-21.19,-52.14,0.99,-12.36,6.78,-48.95
BRD-K26015241,CP,ODQ,"guanylyl cyclase inhibitor, inhibitor of soluble guanylyl cyclase, potassium channel blocker","GUCY1A2, GUCY1A3, GUCY1B3",,"1.43, 0.00",-8.24,"1.08, 0.33",-77.52,36.49,-25.29,11.79,-8.24,7.57,-16.13,-83.71
BRD-K90333595,CP,phentolamine,adrenergic receptor antagonist,"ADRA1A, ADRA2A, ADRA1B, ADRA1D, ADRA2B, ADRA2C",,"0.00, 0.00",-7.05,"0.94, 0.23",-77.55,-5.74,-89.62,-7.05,-21.32,49.68,7.85,-11.35
BRD-K18036262,CP,L-168049,"glucagon receptor antagonist, human glucagon receptor antagonist",GCGR,,"0.00, 0.00",1.59,"1.31, 0.35",-77.6,64.49,3.85,-84.54,1.59,-46.27,-38.74,22.02
BRD-K78959463,CP,FPL-64176,"calcium channel agonist, L-type calcium channel activator","CACNA1C, CACNA1S",,"0.00, 0.00",-2.57,"0.98, 0.39",-77.65,-20.53,-56.3,-30.69,-2.57,-1.8,35.86,-1.62
BRD-K80970344,CP,pyrrolidine-dithiocarbamate,NFkB pathway inhibitor,"HSD11B1, RELA",NFkB pathway inhibitor,"1.43, 1.43",-13.22,"1.64, 0.73",-77.83,53.37,2.94,-21.28,-0.74,-13.22,-32.52,-66.38
BRD-K01779529,CP,fluoropyruvate,PDH inhibitor,,,"0.00, 0.00",0.6,"1.27, 0.24",-77.84,-74.63,-95.9,-34.3,55.88,25.35,45.16,0.6
BRD-K19360254,CP,ergocornine,dopamine receptor agonist,DRD2,,"0.00, 0.00",-18.67,"1.14, 0.24",-78.05,-18.67,-47.74,14.34,-31.06,23.54,14.7,-33.16
BRD-K38477985,CP,malonoben,"protein tyrosine kinase inhibitor, tyrosine kinase inhibitor",EGFR,,"0.00, 0.00",-14.31,"1.84, 0.60",-78.05,78.45,6.19,-14.31,76.77,-70.11,-82.02,-73.02
BRD-K39356024,CP,pregnenolone,"acetylcholine release enhancer, dopamine release enhancer, GABA receptor negative allosteric modulator, glutamate receptor modulator, progesterone receptor agonist, steroid hormone inhibitor of CYP17A1 and SULT2B1","CYP17A1, PGR, SULT2B1",,"0.00, 0.00",-14.68,"0.77, 0.25",-78.07,-52.89,-75.32,28.84,-18.29,57.29,-14.68,-3.02
BRD-K74765201,CP,tomelukast,leukotriene receptor antagonist,CYSLTR1,,"0.00, 0.00",-16.92,"0.76, 0.10",-78.35,-58.22,-16.92,-25.29,13.02,29.06,-2.5,-17.5
BRD-K09485525,CP,GANT-61,GLI antagonist,"DHH, IHH",,"0.00, 0.00",-4.91,"0.76, 0.11",-78.37,10.19,-4.91,-8.4,-43.67,-0.7,-29.82,-1.06
BRD-A50157456,CP,terbutaline,adrenergic receptor agonist,ADRB2,Beta-adrenergic receptor agonist,"1.59, 1.59",12.62,"1.10, 0.42",-78.62,-70.12,-65.16,12.62,-66.01,43.05,17.31,49.69
BRD-K75295174,CP,alisertib,"Aurora kinase inhibitor, mitotic inhibitor, protein kinase inhibitor",AURKA,Aurora kinase inhibitor,"0.00, 0.00",-9.69,"0.98, 0.51",-78.75,0,-63.57,46.7,-41.01,9.13,-9.69,-20.31
BRD-K60690191,CP,MPEP,glutamate receptor antagonist,"GRM5, GRM1, GRM4",,"0.00, 0.00",5.78,"1.56, 0.49",-78.92,5.78,9.8,23.83,20.25,-14.1,-47.74,-76.74
BRD-A86109770,CP,guggulsterone,"estrogen receptor agonist, FXR antagonist, progesterone receptor agonist, cholesterol inhibitor, IKK inhibitor, PXR agonist","NR1H4, PGR, AR, ESR1, IKBKB, NR1I2, NR3C1, NR3C2",,"0.00, 0.00",-8.05,"0.94, 0.31",-78.95,-8.05,-9.39,-61.43,-24.93,7.39,23.49,-6.03
BRD-K69763916,CP,LY-341495,glutamate receptor antagonist,"GRM2, GRM3",,"1.43, 1.43",-0.56,"1.00, 0.32",-79.18,-47.18,-53.2,-0.56,-19.69,10.07,24.72,6.66
BRD-K64402243,CP,ivachtin,caspase inhibitor,CASP3,,"0.00, 0.00",-3.95,"1.60, 0.39",-79.32,-67.86,-28.16,10.19,-3.95,-1.16,23.44,-11.82
BRD-K55591206,CP,epigallocatechin,"AP inhibitor, aromatase inhibitor, bacterial efflux pump inhibitor, beta amyloid aggregation inhibitor, beta amyloid protein neurotoxicity inhibitor, beta secretase inhibitor, DNA gyrase inhibitor, dual specificity tyrosine-(Y)-phosphorylation regulated kinase inhibitor, enoyl-(acyl-carrier protein) reductase Fabl inhibitor, fatty acid synthase inhibitor, HCV inhibitor, indoleamine 2,3-dioxygenase inhibitor, NFkB pathway inhibitor, nitric oxide synthase inhibitor, PDGFR tyrosine kinase receptor inhibitor, PPAR receptor agonist, prolyl endopeptidase inhibitor, proteasome inhibitor, sodium/glucose cotransporter inhibitor, telomerase inhibitor, tumor NADH oxidase inhibitor, VEGFR inhibitor","FASN, APP, BACE1, CYP19A1, DYRK1A, ELANE, ENOX2, EP300, IDO1, KAT2B, KDR, MMP14, MMP2, PPARA, PREP, SLC5A1",,"0.00, 0.00",0.88,"0.55, 0.10",-79.37,-24.71,-65.25,-61.77,22.94,0.88,39.77,8.77
BRD-K79930101,CP,GW-583340,"EGFR inhibitor, epidermal growth factor receptor (EGFR) inhibitor, ErbB2 tyrosine kinase inhibitor, receptor tyrosine protein kinase inhibitor","EGFR, ERBB2",,"4.29, 2.86",-12.23,"0.94, 0.33",-79.39,-29.54,-9.9,37.74,-23.57,-1.6,-12.23,-40.29
BRD-K85383046,CP,IAA-94,chloride channel blocker,,,"0.00, 0.00",-9.47,"1.01, 0.19",-79.58,-42.22,-49.68,-22.83,34.98,0.81,8.83,-9.47
BRD-K30189597,CP,SYK-inhibitor,syk inhibitor,SYK,,"0.00, 0.00",-1.61,"0.99, 0.24",-79.61,1.09,-24.08,-41.19,5.08,-1.59,-17.31,-1.61
BRD-A81402010,CP,KU-C103443N,"CDC inhibitor, rho GTPase inhibitor",,,"0.00, 0.00",-9.44,"0.75, 0.23",-79.62,8.15,-42.38,2.73,-9.44,-25.88,3.04,-15.84
BRD-K55991774,CP,BAS-09104376,HIV integrase inhibitor,,,"1.43, 1.43",28.38,"1.69, 0.53",-79.89,-89.65,-94.95,-79.95,31.83,59.63,64.82,28.38
BRD-K52640952,CP,BRD-K52640952,topoisomerase inhibitor,TOP1,,"1.43, 0.00",-4.16,"0.68, 0.23",-79.94,-31.04,-51.56,-92.65,-2.26,33.14,-4.16,68.59
BRD-K84996949,CP,sinensetin,cyclooxygenase inhibitor,,,"1.43, 0.00",1.73,"1.10, 0.38",-80.03,-85.28,-53.5,-6.58,6.11,1.73,25.66,31.83
BRD-K77998258,CP,ganglioside,src activator,,,"2.86, 2.86",13.13,"0.86, 0.34",-80.1,-77.62,-58.89,-56.86,13.13,30.29,49.26,20.59
BRD-A22143024,CP,estropipate,estrogen receptor agonist,"ESR1, ESR2",Estrogen receptor agonist,"1.43, 1.43",-9.12,"0.61, 0.10",-80.12,-72.31,-25.45,-14.43,-0.6,7.49,34.3,-9.12
BRD-K37618799,CP,MRS-1220,adenosine receptor antagonist,"ADORA2B, ADORA3",,"0.00, 0.00",0.95,"0.77, 0.31",-80.27,0.95,-37.91,-70.85,1.66,17.55,21.84,-13.51
BRD-A48261811,CP,argatroban,"thrombin inhibitor, peptidase inhibitor, protease inhibitor","F2, CYP3A5",,"1.79, 1.79",-15.09,"0.98, 0.25",-80.38,-34.33,-55.19,-18.14,12.83,8.44,21.1,-15.09
BRD-K10852020,CP,tolcapone,"catechol O methyltransferase inhibitor, transthyretin amyloid inhibitor","COMT, TTR",,"0.00, 0.00",0,"1.28, 0.36",-80.43,-52.96,-31.92,4.69,24.9,0,-31.45,6.31
BRD-A14985772,CP,ascorbyl-palmitate,antioxidant,,,"2.86, 1.43",5.18,"1.15, 0.44",-80.47,-90.05,-94.26,-77.08,38.07,5.18,76.77,60.9
BRD-A98725278,CP,methysergide,serotonin receptor antagonist,"HTR2C, HTR1B, HTR1E, HTR1F, HTR2A, HTR2B, HTR7, HTR1A, HTR1D, HTR5A, HTR6",,"1.43, 0.00",-0.92,"1.01, 0.30",-80.6,-30.39,-61.71,-26.09,-0.92,4.16,33.5,0.85
BRD-K56301217,CP,ABT-737,BCL inhibitor,"BCL2, BCL2L1, BCL2L2",BCL inhibitor,"1.43, 0.00",-6.31,"1.83, 0.67",-80.95,-57.55,-6.31,47.88,13.27,-39.46,8.44,-47.22
BRD-K76064317,CP,tyrphostin-AG-1296,FLT3 inhibitor,FLT3,,"0.00, 0.00",-10.12,"0.65, 0.23",-80.97,-75.13,2.18,46.24,7.96,-16.12,-10.12,-35.98
BRD-A06390036,CP,hydroquinidine,anti-arrhythmia agent,,,"0.00, 0.00",-18.93,"0.61, 0.22",-81.28,5.04,-57.3,-32.27,-24.51,51.9,-5.21,-18.93
BRD-K97951054,CP,BRD-K97951054,"Aurora kinase inhibitor, Pim kinase inhibitor, VEGFR inhibitor","AURKB, KDR, PIM1",,"0.00, 0.00",-18.97,"1.41, 0.43",-81.43,-48.3,-26.14,-18.97,-65.77,33.92,57.41,-13.58
BRD-A93206962,CP,L-755507,"adrenergic receptor agonist, adrenergic receptor partial agonist","ADRB3, ADRB1, ADRB2",,"0.00, 0.00",0.02,"0.58, 0.15",-81.63,-17.94,-79.47,-12.99,7.84,0.02,7.67,13.24
BRD-K54316499,CP,tolterodine,acetylcholine receptor antagonist,"CHRM2, CHRM3, CHRM1, CHRM4, CHRM5",,"0.00, 0.00",-22.58,"1.59, 0.44",-81.87,-52.85,-51.64,-22.58,12.22,8.84,51.71,-27.57
BRD-A17448384,CP,beclometasone,"glucocorticoid receptor agonist, corticosteroid hormone receptor agonist, immunosuppressant","NR3C1, CYP3A5, GPR97, SERPINA6",Glucocorticoid receptor agonist,"0.00, 0.00",-10.64,"1.57, 0.56",-82.03,-46.71,-65.6,-16.44,30.2,-10.64,29.63,-2.47
BRD-A75935363,CP,atracurium,acetylcholine receptor antagonist,CHRNA2,,"0.00, 0.00",-17.26,"1.17, 0.34",-82.22,13.41,-17.68,-17.26,-2.4,-33.91,-24.13,-0.25
BRD-A70083328,CP,secnidazole,"acetylcholinesterase inhibitor, microtubule inhibitor",,,"1.79, 0.00",-1.34,"1.44, 0.48",-82.45,-32.81,24.31,6.31,0.67,-1.48,-1.34,-78.11
BRD-K55748775,CP,SCH-28080,"ATPase inhibitor, potassium-competitive acid antagonist",ATP4A,,"3.17, 1.59",-50.73,"0.70, 0.25",-82.49,72.76,-63.6,61.44,11.26,-53.95,-50.73,-59.67
BRD-A29901043,CP,KIN001-127,ITK inhibitor,ITK,,"0.00, 0.00",-7.23,"1.63, 0.50",-82.67,-13.05,4.02,58.74,-78.98,-7.23,-47.86,1.69
BRD-K37940862,CP,BRD-K37940862,neuropeptide receptor antagonist,NPSR1,,"0.00, 0.00",18.09,"2.22, 0.74",-82.93,37.02,18.09,55.73,27.84,-56.09,-84.84,-80.68
BRD-K91243525,CP,SR-142948,neurotensin receptor antagonist,NTSR1,,"0.00, 0.00",-10.5,"1.27, 0.38",-82.93,-21.59,-10.66,-30.03,-7.89,-1.06,-10.5,-1.2
BRD-K75089421,CP,procainamide,"sodium channel blocker, voltage-gated sodium channel blocker","SCN5A, DNMT1",,"1.43, 1.43",-10.12,"0.63, 0.13",-83.24,-2.71,-45.18,-10.12,-1.29,-15.91,5.48,-13.51
BRD-K32412559,CP,morphothebaine,adrenergic receptor inhibitor,,,"0.00, 0.00",-10.28,"0.58, 0.15",-83.34,-49.85,-23.74,-20.8,-10.28,0,18.48,2.85
BRD-K00184207,CP,GR-206,aryl hydrocarbon receptor ligand,,,"0.00, 0.00",-26.62,"0.97, 0.31",-83.66,-32.51,-69.23,-26.62,35.63,-2.61,38.9,-27.22
BRD-K57011718,CP,UK-356618,metalloproteinase inhibitor,"MMP3, MMP13, MMP14, MMP2, MMP9",,"1.43, 1.43",-15,"0.81, 0.19",-83.99,16.3,21.69,-18.1,1.66,-69.91,-15,-20.63
BRD-K83597974,CP,pargyline,monoamine oxidase inhibitor,"MAOB, MAOA",,"0.00, 0.00",-13,"0.91, 0.28",-84.15,-20.12,13,-54.76,-13,19,-16.44,-11.83
BRD-K96084870,CP,DMBI,"platelet-derived growth factor receptor (PDGFR) inhibitor, tyrosine kinase inhibitor, vascular endothelial growth factor receptor (VEGFR) inhibitor",PDGFRB,,"0.00, 0.00",-2.42,"0.66, 0.17",-84.32,4.91,1.52,14.25,-56.44,-2.42,-10.84,-35.3
BRD-K17896185,CP,FIT,opioid receptor agonist,OPRD1,,"1.43, 1.43",-19.84,"1.44, 0.51",-84.34,-7.26,-40.3,25.5,30.17,-19.84,-22.21,-50.4
BRD-K19295594,CP,gossypol,"BCL inhibitor, MCL1 inhibitor, 11-beta hydroxysteroid dehydrogenase inhibitor, growth factor receptor modulator, lipid peroxidase inhibitor","BCL2, BCL2L1, MCL1, BCL2L2, CTGF, EGF",BCL inhibitor,"0.00, 0.00",5.16,"1.26, 0.22",-84.56,51.98,5.16,29.08,12.74,-76.81,-53.06,-53.65
BRD-K96670504,CP,lonidamine,"glucokinase inhibitor, protein synthesis inhibitor",GCK,,"1.43, 1.43",-1.45,"0.76, 0.18",-84.8,-41.64,-50.54,1.48,14.41,18.53,-25.59,-1.45
BRD-K49448285,CP,bisindolylmaleimide,"CDK inhibitor, PKC inhibitor, leucine rich repeat kinase inhibitor","CCND1, CDK4, LRRK2, PDPK1, PIM1, PRKCA, PRKCB, PRKCI, PRKCZ",PKC inhibitor,"0.00, 0.00",0,"0.73, 0.14",-84.93,-63.15,14.37,-46.62,-5.6,0,14.45,1.62
BRD-K62206109,CP,VUF-5681,histamine receptor antagonist,HRH3,,"0.00, 0.00",0,"0.89, 0.35",-85.04,-27.26,-64.03,0,-14.41,15.52,2.71,2.43
BRD-K63792901,CP,arecaidine,acetylcholine receptor agonist,"CHRM1, CHRM2, CHRM3, CHRM4",,"4.29, 2.86",-13.36,"0.78, 0.23",-85.17,-17.05,6.29,-26.19,-27.81,1.16,-8.21,-13.36
BRD-K95921201,CP,reserpine,vesicular monoamine transporter inhibitor,"SLC18A2, SLC18A1",,"0.00, 0.00",-13.08,"1.59, 0.30",-85.32,-1.97,-13.08,31.64,25.01,-48.49,-28.46,-49.97
BRD-A36267905,CP,buphenine,adrenergic receptor agonist,ADRB2,Beta-adrenergic receptor agonist,"2.86, 1.43",-3.63,"0.68, 0.27",-85.36,-89.24,-12.12,-35.42,51.32,-3.63,4.33,-0.6
BRD-A38913120,CP,BH3I-1,BCL inhibitor,BCL2,,"2.86, 0.00",-20.34,"0.98, 0.30",-86.14,-52.71,-65.37,-38.7,-20.34,44.02,54.29,-7.33
BRD-K18905250,CP,ST-91,adrenergic receptor agonist,,,"1.43, 0.00",-6.97,"1.31, 0.35",-86.3,-6.97,-75.08,-2.54,-13.72,10.73,15.09,-13.81
BRD-K56700933,CP,phenethyl-isothiocyanate,"cancer cell growth inhibitor, unidentified pharmacological activity",CYP2E1,,"0.00, 0.00",-13.18,"0.93, 0.19",-86.34,2.85,-27.62,-50.08,-13.18,-0.39,50.37,-48.29
BRD-K34157611,CP,cimetidine,"histamine receptor antagonist, histamine receptor inhibitor","HRH2, SLC29A4, SLC47A1, SLC47A2",,"0.00, 0.00",-18.84,"0.44, 0.13",-86.61,-73.43,-45.83,-52.62,-18.84,29.44,43.97,30.7
BRD-K47659338,CP,EMD-386088,serotonin receptor agonist,HTR6,Serotonin receptor agonist,"0.00, 0.00",-14.01,"0.47, 0.09",-86.66,-48.4,-78.63,-30.16,27.84,-14.01,56.1,0.6
BRD-K71430621,CP,clobenpropit,"histamine receptor antagonist, histamine receptor inverse agonist","HRH3, HRH4, HRH1, HRH2",,"1.43, 0.00",-6.55,"0.63, 0.18",-86.71,-5.98,-54.15,-0.35,1.34,-6.55,-10.75,-10.27
BRD-A93048969,CP,BRD-A93048969,acetylcholine receptor antagonist,"CHRM2, CHRM1, CHRM3, CHRM4, CHRM5, SI",,"0.00, 0.00",1.58,"1.01, 0.28",-86.86,-1.51,-99.01,-28.13,16.52,1.58,22.03,1.66
BRD-K51918615,CP,iodophenpropit,"histamine receptor antagonist, histamine receptor inhibitor, ionotropic glutamate receptor antagonist","HRH3, HRH4, GRIN2B",,"1.43, 1.43",-15.35,"1.10, 0.33",-86.93,-15.35,-10.69,73.34,-13.04,-46.51,-25.9,-48.78
BRD-K44084986,CP,Y-27632,"ROCK inhibitor, calcium sensitizer, leucine rich repeat kinase inhibitor","ROCK1, ROCK2, LRRK2, PKIA, PKN2, PRKACA, PRKCE",Rho associated kinase inhibitor,"4.76, 1.59",-9.81,"1.06, 0.25",-86.97,-42.49,-6.64,-49.68,-42.23,-9.81,5.88,58
BRD-A59215453,CP,lobelanidine,"acetylcholine receptor antagonist, dopamine receptor modulator, opioid receptor antagonist, vesicular monoamine transporter ligand","SLC18A2, CHRNA10, CHRNA4, CHRNA9, CHRNB2, OPRM1",,"0.00, 0.00",-31.6,"1.27, 0.51",-87.16,-46.24,30.95,-40.84,-37.67,27.35,-31.6,10.89
BRD-A37959677,CP,estrone,"estrogen receptor agonist, estrogenic hormone","ESR1, ESR2",,"1.59, 1.59",-22.76,"0.68, 0.22",-87.17,-55.89,-83.64,-62.35,-22.76,69.1,33.3,35.07
BRD-K02607075,CP,tubocurarine,acetylcholine receptor antagonist,"CHRNA2, HTR3A, ACHE, HTR3B, KCNN1, KCNN2, KCNN3, ZACN",,"0.00, 0.00",-20.82,"1.13, 0.40",-87.33,-32.75,25.37,24.45,30.74,-25.58,-88.74,-20.82
BRD-K42125900,CP,docetaxel,"tubulin inhibitor, microtubule depolymerization inhibitor, microtubule stabilizing agent, microtubule stimulant, taxane","TUBB, BCL2, MAP2, MAP4, MAPT, NR1I2, TUBB1",,"1.43, 1.43",-12.61,"1.26, 0.36",-87.46,-66.6,-12.61,-81.71,-28.3,89.46,10.5,1.8
BRD-A37837077,CP,cyclazosin,adrenergic receptor antagonist,"ADRA1B, ADRA1A, ADRA1D",,"2.86, 1.43",-5.46,"0.94, 0.30",-87.59,-65.49,-5.46,-1.52,-12.35,-2.26,7.4,-7.91
BRD-A48430263,CP,pioglitazone,"PPAR receptor agonist, insulin sensitizer, adiponectin expression enhancer, thiazolidinedione","PPARG, INS, TRPM3",PPAR receptor agonist,"2.86, 0.00",-2.96,"0.41, 0.10",-87.59,-6.31,-67.58,-67.64,2.47,44.56,-2.96,9.87
BRD-A25687296,CP,emetine,protein synthesis inhibitor,RPS2,Protein synthesis inhibitor,"7.94, 4.76",0,"2.92, 0.68",-87.65,-74.91,31.2,-89.33,95.7,46.73,-97.04,0
BRD-A97437073,CP,rosiglitazone,"PPAR receptor agonist, insulin sensitizer, thiazolidinedione","PPARG, ACSL4, CYP2C8, FFAR1, INS, TRPC5, TRPM3",PPAR receptor agonist,"1.43, 1.43",0.6,"0.39, 0.11",-87.71,8.56,0.81,-93.3,-0.42,0.6,-14.5,10.54
BRD-A33833419,CP,TER-14687,inhibitor of translocation of PKCq in T cells,PRKCQ,,"2.86, 1.43",-5.78,"1.09, 0.28",-87.95,-25.3,-54.71,-65.86,-5.78,17.17,23.01,23.52
BRD-K08115555,CP,tyrphostin-AG-1288,"catechol O methyltransferase inhibitor, tumor necrosis factor inhibitor",COMT,,"1.43, 0.00",3.77,"1.44, 0.39",-88.11,-57.94,-10.71,-40.16,4.11,5.64,7.18,3.77
BRD-K27074404,CP,BRD-K27074404,solute carrier family member inhibitor,SLC12A5,,"0.00, 0.00",-3.52,"0.93, 0.13",-88.33,-3.52,-43.16,-66.99,-29.99,7.88,44.32,3.13
BRD-K87049188,CP,fusaric-acid,"chelating agent, dopamine beta hydroxylase inhibitor",DBH,,"2.86, 1.43",0,"1.02, 0.35",-88.41,-50.01,-69.97,-27.36,11.99,39.11,0,7.83
BRD-K97764662,CP,PD-173074,"FGFR inhibitor, VEGFR inhibitor","FGFR1, FGFR3, FGFR2, FGFR4, FLT1, FLT4, KDR, PDGFRA, PDGFRB","FGFR inhibitor, VEGFR inhibitor","0.00, 0.00",-6.82,"1.28, 0.40",-88.75,-10.91,-38.43,27.18,29.22,-1.48,-6.82,-87.51
BRD-K40887525,CP,ritanserin,serotonin receptor antagonist,"HTR2A, HTR2C, HTR2B, ADRA1A, ADRA1B, ADRA1D, HTR1A, HTR1B, HTR1D, HTR5A, HTR6, HTR7",,"0.00, 0.00",-3.14,"0.77, 0.20",-89,-3.14,-36.39,-24.48,0.56,-0.7,0.56,-25.41
BRD-K68132782,CP,terbinafine,"fungal squalene monooxygenase inhibitor, squalene epoxidase inhibitor, steroid sulfatase inhibitor","CYP2C19, CYP2C8, SQLE",,"0.00, 0.00",-5.57,"0.82, 0.14",-89.17,-0.25,-33.33,11.14,-53.4,-5.57,3.14,-10.9
BRD-K00256256,CP,BRD-K00256256,protein phosphatase inhibitor,,,"0.00, 0.00",-12.04,"1.00, 0.28",-89.21,2.85,-12.04,22.86,1.62,-20.87,-62.97,-20.66
BRD-K79759031,CP,artesunate,DNA synthesis inhibitor,,,"0.00, 0.00",-16.91,"0.98, 0.23",-89.27,-4.12,12.36,-16.91,17.22,-47.05,-17.29,-33.48
BRD-K09907482,CP,PRL-3-inhibitor-I,"PRL phosphatase inhibitor, tyrosine phosphatase inhibitor",PTP4A3,,"0.00, 0.00",-14.22,"0.49, 0.07",-89.35,-11.27,-32.76,-14.22,-17.16,7.67,13.13,-34.74
BRD-K90864987,CP,cobalt(II)-chloride,HSP agonist,HIF1A,HIF activator,"1.59, 0.00",0,"1.67, 0.59",-89.35,0,63.36,93.02,36.14,-90.69,-98.98,-92.2
BRD-A44008656,CP,doxylamine,histamine receptor antagonist,"HRH1, CHRM1",,"0.00, 0.00",-1.52,"0.36, 0.09",-89.38,-29.14,-89.19,25.36,3.97,6.37,-5.23,-1.52
BRD-K23623876,CP,decafluorobutane,ultrasound contrast agent,GRM5,,"1.43, 1.43",-15.52,"1.15, 0.30",-89.43,0,-31.75,-30.07,-15.52,0,7.14,-19.23
BRD-K99411983,CP,lumicolchicine,"colchicine isomer, non-binder of microtubules",,,"1.43, 0.00",-0.63,"0.51, 0.16",-89.47,-66.89,1.3,-67.11,-6.25,18.4,31.71,-0.63
BRD-K57033106,CP,tripelennamine,histamine receptor antagonist,HRH1,,"1.43, 1.43",-11.2,"0.50, 0.18",-89.5,-58.78,10.75,-11.2,-9.94,-16.6,9.96,-13.69
BRD-A27554692,CP,altrenogest,progestogen steroid hormone,PGR,,"0.00, 0.00",-8.92,"0.70, 0.16",-89.75,0.18,-33.88,-33.5,-20.94,-8.92,-0.14,7.45
BRD-K93188295,CP,ARC-239,adrenergic receptor antagonist,"ADRA2B, ADRA2A, ADRA2C",,"0.00, 0.00",-10.64,"1.82, 0.45",-89.86,-36.46,-59.16,41.15,-10.64,-0.87,9.59,-33.47
BRD-K73285375,CP,BRD-K73285375,lipoxygenase inhibitor,,,"1.43, 1.43",-33.32,"1.57, 0.51",-89.86,-58.9,-63.14,-33.32,-48.42,65.59,51.47,-3.14
